"dog_number","birth_date","age","sex","group","abridged_Name","fractions","exposure_time","first_exposure_age","dose_per_minute","dose_per_fraction","total_dose","total_dose","daily_dose","days_exposed","first_exposure_age","interrupts",
"3491","1977-04-06","644","M","3104","Gamma-Irradiation until Death","","","","","","","1680.0","8","224","420","0",
"3492","1977-04-06","655","M","3104","Gamma-Irradiation until Death","","","","","","","1763.0","8","235","420","0",
"3493","1977-05-06","4575","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1252.0","0","4175","400","0",
"3494","1977-05-06","4787","F","2610","Life-Span: Whole Life Gamma-Irradiation","","","","","","","3290.0","1","4387","400","0",
"3495","1977-05-06","816","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","124.0","0","414","400","0",
"3496","1977-05-06","521","M","3104","Gamma-Irradiation until Death","","","","","","","983.0","8","131","390","0",
"3497","1977-05-06","3120","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3498","1977-05-08","0","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3499","1977-05-08","4950","F","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3500","1977-05-08","3094","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","808.0","0","2692","402","0",
"3501","1977-05-08","121","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3502","1977-05-08","2293","M","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3503","1977-05-08","3924","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1054.0","0","3514","402","0",
"3504","1977-05-08","4401","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1200.0","0","3999","402","0",
"3505","1977-05-08","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3506","1977-05-16","0","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3507","1977-05-16","0","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3508","1977-05-16","3","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3509","1977-05-16","25","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3510","1977-05-16","17","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3511","1977-05-16","24","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3512","1977-05-16","0","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3513","1977-05-16","24","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3514","1977-05-16","0","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3515","1977-05-16","17","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","218.0","4","58","-58","0",
"3516","1977-05-17","44","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3517","1977-05-17","44","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3518","1977-05-17","44","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3519","1977-05-17","44","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3520","1977-05-18","3","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3521","1977-05-18","3","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3522","1977-05-18","3","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3523","1977-05-18","1","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3524","1977-05-18","1","F","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3525","1977-05-18","1","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3526","1977-05-18","1","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3527","1977-05-18","3","M","2955","Gamma-Irradiation during Pregnancy","","","","","","","225.0","4","60","-60","0",
"3528","1977-05-21","2229","F","2610","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1372.0","1","1829","400","0",
"3529","1977-05-21","451","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3530","1977-05-21","530","M","7700","Hematological Changes","","","","","","","","","","","",
"3531","1977-05-21","381","M","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3532","1977-05-21","450","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3533","1977-05-21","450","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3534","1977-05-21","893","M","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3535","1977-06-08","4689","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1287.0","0","4289","400","0",
"3536","1977-06-08","433","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3537","1977-06-08","432","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3538","1977-06-08","512","M","7700","Hematological Changes","","","","","","","","","","","",
"3539","1977-06-08","433","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3540","1977-06-13","24","F","20","Stocks, Breeders, etc.","","","","","","","","","","","",
"3541","1977-06-13","3658","F","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","6109.0","2","3258","400","0",
"3542","1977-06-13","4971","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3543","1977-06-13","4971","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1371.0","0","4571","400","0",
"3544","1977-06-13","4971","M","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3545","1977-06-13","4180","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1134.0","0","3780","400","0",
"3546","1977-06-21","44","F","20","Stocks, Breeders, etc.","","","","","","","","","","","",
"3547","1977-06-21","4473","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1222.0","0","4073","400","0",
"3548","1977-06-21","4169","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1131.0","0","3769","400","0",
"3549","1977-06-21","4963","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1369.0","0","4563","400","0",
"3550","1977-06-21","862","M","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3551","1977-06-29","1479","F","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3552","1977-06-29","4955","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1366.0","0","4555","400","0",
"3553","1977-06-29","2730","F","2610","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1748.0","1","2330","400","0",
"3554","1977-06-29","673","F","8100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3555","1977-06-29","4955","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1366.0","0","4555","400","0",
"3556","1977-06-29","3673","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","982.0","0","3273","400","0",
"3557","1977-07-09","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3558","1977-07-09","44","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3559","1977-07-09","4122","F","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","6979.0","2","3722","400","0",
"3560","1977-07-09","4869","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1341.0","0","4469","400","0",
"3561","1977-07-09","489","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3562","1977-07-09","489","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3563","1977-07-09","3961","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1068.0","0","3561","400","0",
"3564","1977-07-13","4195","F","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3565","1977-07-13","4027","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3566","1977-07-13","4607","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1262.0","0","4207","400","0",
"3567","1977-07-13","4314","F","2610","Life-Span: Whole Life Gamma-Irradiation","","","","","","","2936.0","1","3914","400","0",
"3568","1977-07-13","4328","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1178.0","0","3928","400","0",
"3569","1977-07-13","4695","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1288.0","0","4295","400","0",
"3570","1977-07-14","3824","F","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","6420.0","2","3424","400","0",
"3571","1977-07-14","4940","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1362.0","0","4540","400","0",
"3572","1977-07-14","4940","F","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3573","1977-07-14","4019","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1086.0","0","3619","400","0",
"3574","1977-07-14","3316","F","2610","Life-Span: Whole Life Gamma-Irradiation","","","","","","","2187.0","1","2916","400","0",
"3575","1977-07-14","4940","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1362.0","0","4540","400","0",
"3576","1977-07-14","4940","M","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3577","1977-07-18","2544","F","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","4020.0","2","2144","400","0",
"3578","1977-07-18","4554","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1246.0","0","4154","400","0",
"3579","1977-07-18","2275","F","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3580","1977-07-18","4753","M","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1306.0","0","4353","400","0",
"3581","1977-07-18","472","M","7700","Hematological Changes","","","","","","","","","","","",
"3582","1977-08-16","6","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3583","1977-08-25","43","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3584","1977-08-25","4","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3585","1977-08-25","1","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3586","1977-08-25","43","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3587","1977-08-25","833","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","113.0","2","60","-60","0",
"3588","1977-08-26","3806","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1022.0","0","3406","400","0",
"3589","1977-08-26","3864","F","2610","Life-Span: Whole Life Gamma-Irradiation","","","","","","","2598.0","1","3464","400","0",
"3590","1977-08-26","4897","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1349.0","0","4497","400","0",
"3591","1977-08-26","4897","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3592","1977-08-26","441","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3593","1977-08-26","441","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3594","1977-09-25","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3595","1977-09-25","2556","F","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","4041.0","2","2155","401","0",
"3596","1977-09-25","411","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3597","1977-09-25","411","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3598","1977-09-25","411","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3599","1977-09-25","411","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3600","1977-09-25","411","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3601","1977-09-25","411","M","7800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3602","1977-09-27","4865","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","1339.0","0","4465","400","0",
"3603","1977-09-27","3367","F","20","Stocks, Breeders, etc.","","","","","","","","","","","",
"3604","1977-09-27","3367","F","20","Stocks, Breeders, etc.","","","","","","","","","","","",
"3605","1977-09-27","472","M","7400","Hematological Changes","1","5.0","1","22.5","112.0","112.0","","","","","",
"3606","1977-09-27","472","M","7400","Hematological Changes","1","5.0","1","22.5","112.0","112.0","","","","","",
"3607","1977-09-27","472","M","7400","Hematological Changes","1","5.0","1","22.5","112.0","112.0","","","","","",
"3608","1977-12-04","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3609","1977-12-04","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3610","1977-12-04","3795","F","130","Stocks, Breeders, etc.","","","","","","","","","","","",
"3611","1977-12-04","3386","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","896.0","0","2986","400","0",
"3612","1977-12-04","4034","M","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","6814.0","2","3634","400","0",
"3613","1977-12-07","3914","F","2510","Life-Span: Whole Life Gamma-Irradiation","","","","","","","6585.0","2","3512","400","0",
"3614","1977-12-07","3110","F","2710","Life-Span: Whole Life Gamma-Irradiation","","","","","","","813.0","0","2710","400","0",
"3615","1977-12-07","709","F","3105","Gamma-Irradiation until Death","","","","","","","2108.0","8","281","428","0",
"3616","1977-12-07","606","F","2170","Hematological Changes","","","","","","","761.0","26","29","573","0",
"3617","1977-12-07","723","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3618","1977-12-07","4794","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3619","1977-12-07","670","M","3105","Gamma-Irradiation until Death","","","","","","","1815.0","8","242","428","0",
"3620","1977-12-15","0","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3621","1977-12-15","0","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3622","1977-12-15","715","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3623","1977-12-15","2072","F","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3624","1977-12-15","866","F","2170","Hematological Changes","","","","","","","761.0","26","29","565","0",
"3625","1977-12-15","645","F","3105","Gamma-Irradiation until Death","","","","","","","1688.0","8","225","420","0",
"3626","1977-12-15","735","M","3105","Gamma-Irradiation until Death","","","","","","","2363.0","8","315","420","0",
"3627","1977-12-15","626","M","3105","Gamma-Irradiation until Death","","","","","","","1523.0","8","203","420","0",
"3628","1977-12-19","681","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3629","1977-12-19","823","F","3105","Gamma-Irradiation until Death","","","","","","","3053.0","8","407","416","0",
"3630","1977-12-19","681","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3631","1978-02-12","3","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3632","1978-02-12","4","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3633","1978-02-12","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3634","1978-02-12","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3635","1978-02-12","4","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3636","1978-03-20","590","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3637","1978-03-20","590","F","7700","Hematological Changes","","","","","","","","","","","",
"3638","1978-03-20","590","M","7700","Hematological Changes","","","","","","","","","","","",
"3639","1978-03-20","590","M","7700","Hematological Changes","","","","","","","","","","","",
"3640","1978-03-20","619","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3641","1978-03-20","771","M","2170","Hematological Changes","","","","","","","761.0","26","29","470","0",
"3642","1978-03-30","0","U","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3643","1978-03-30","610","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3644","1978-03-30","4332","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3645","1978-04-04","2565","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3646","1978-04-04","605","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3647","1978-04-04","605","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3648","1978-04-04","756","M","2170","Hematological Changes","","","","","","","761.0","26","29","455","0",
"3649","1978-04-04","433","M","7700","Hematological Changes","","","","","","","","","","","",
"3650","1978-04-04","487","M","7700","Hematological Changes","","","","","","","","","","","",
"3651","1978-04-04","575","M","7700","Hematological Changes","","","","","","","","","","","",
"3652","1978-04-04","609","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3653","1978-04-06","392","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3654","1978-04-06","2563","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3655","1978-04-06","573","F","7700","Hematological Changes","","","","","","","","","","","",
"3656","1978-04-06","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3657","1978-04-06","600","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3658","1978-04-06","601","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3659","1978-04-13","566","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3660","1978-04-13","566","F","7700","Hematological Changes","","","","","","","","","","","",
"3661","1978-04-13","596","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3662","1978-04-13","7","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3663","1978-04-13","601","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3664","1978-04-13","385","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3665","1978-04-13","4","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3666","1978-04-15","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3667","1978-04-15","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3668","1978-04-15","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3669","1978-04-15","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3670","1978-04-15","594","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3671","1978-04-15","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3672","1978-05-13","2259","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3673","1978-05-13","566","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3674","1978-05-13","108","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3675","1978-05-13","536","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3676","1978-05-13","536","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3677","1978-05-22","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3678","1978-05-22","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3679","1978-05-22","527","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3680","1978-05-22","557","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3681","1978-05-22","527","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3682","1978-05-22","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3683","1978-05-22","527","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3684","1978-05-23","535","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3685","1978-05-23","556","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3686","1978-05-23","2698","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3687","1978-05-23","556","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3688","1978-05-23","3843","M","210","Stocks, Breeders, etc.","","","","","","","","","","","",
"3689","1978-06-16","1935","F","3106","Gamma-Irradiation until Death","","","","","","","10530.0","8","1404","531","0",
"3690","1978-06-16","669","M","3106","Gamma-Irradiation until Death","","","","","","","1035.0","8","138","531","0",
"3691","1978-06-16","683","M","5000","Hematological Changes","1","39.0","679","26.2","1024.0","1024.0","","","","","",
"3692","1978-06-16","606","M","300","Stocks, Breeders, etc.","","","","","","","","","","","",
"3693","1978-06-16","503","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3694","1978-06-20","860","F","3106","Gamma-Irradiation until Death","","","","","","","2498.0","8","333","527","0",
"3695","1978-06-20","4599","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3696","1978-06-20","503","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3697","1978-06-20","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3698","1978-06-20","704","M","3106","Gamma-Irradiation until Death","","","","","","","1328.0","8","177","527","0",
"3699","1978-07-28","641","F","5000","Hematological Changes","1","39.0","637","26.2","1024.0","1024.0","","","","","",
"3700","1978-07-28","745","F","3106","Gamma-Irradiation until Death","","","","","","","1920.0","8","256","489","0",
"3701","1978-07-28","2653","F","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3702","1978-07-28","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3703","1978-07-28","641","M","5000","Hematological Changes","1","39.0","637","26.2","1024.0","1024.0","","","","","",
"3704","1978-07-28","462","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3705","1978-07-28","752","M","3106","Gamma-Irradiation until Death","","","","","","","1973.0","8","263","489","0",
"3706","1978-07-28","49","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3707","1978-07-28","1017","M","3106","Gamma-Irradiation until Death","","","","","","","3960.0","8","528","489","0",
"3708","1978-08-01","1","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","114.0","2","61","-61","0",
"3709","1978-08-01","46","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","114.0","2","61","-61","0",
"3710","1978-08-01","492","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","114.0","2","61","-61","0",
"3711","1978-08-01","492","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","114.0","2","61","-61","0",
"3712","1978-08-01","492","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","114.0","2","61","-61","0",
"3713","1978-08-07","0","M","2925","Gamma-Irradiation during Pregnancy","","","","","","","18.0","0","60","-60","0",
"3714","1978-08-07","0","M","2925","Gamma-Irradiation during Pregnancy","","","","","","","18.0","0","60","-60","0",
"3715","1978-08-07","0","M","2925","Gamma-Irradiation during Pregnancy","","","","","","","18.0","0","60","-60","0",
"3716","1978-08-07","486","F","2925","Gamma-Irradiation during Pregnancy","","","","","","","18.0","0","60","-60","0",
"3717","1978-08-07","486","M","2925","Gamma-Irradiation during Pregnancy","","","","","","","18.0","0","60","-60","0",
"3718","1978-08-08","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3719","1978-08-08","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3720","1978-08-08","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3721","1978-08-08","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3722","1978-08-08","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3723","1978-08-08","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3724","1978-08-08","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3725","1978-08-08","0","F","2925","Gamma-Irradiation during Pregnancy","","","","","","","17.0","0","57","-57","0",
"3726","1978-08-08","2","F","2925","Gamma-Irradiation during Pregnancy","","","","","","","17.0","0","57","-57","0",
"3727","1978-08-08","4","F","2925","Gamma-Irradiation during Pregnancy","","","","","","","17.0","0","57","-57","0",
"3728","1978-08-08","485","M","2925","Gamma-Irradiation during Pregnancy","","","","","","","17.0","0","57","-57","0",
"3729","1978-08-08","1","F","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3730","1978-08-08","1","F","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3731","1978-08-08","2","F","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3732","1978-08-08","2","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3733","1978-08-08","2","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3734","1978-08-08","2","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3735","1978-08-08","2","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3736","1978-08-08","2","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3737","1978-08-08","2","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3738","1978-08-08","1","M","2935","Gamma-Irradiation during Pregnancy","","","","","","","43.0","1","57","-57","0",
"3739","1978-08-16","23","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","111.0","2","59","-59","0",
"3740","1978-08-16","477","F","2945","Gamma-Irradiation during Pregnancy","","","","","","","111.0","2","59","-59","0",
"3741","1978-08-16","3","M","2945","Gamma-Irradiation during Pregnancy","","","","","","","111.0","2","59","-59","0",
"3742","1978-10-29","368","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3743","1978-10-29","368","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3744","1978-10-29","368","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3745","1978-10-29","368","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3746","1978-10-29","376","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3747","1978-10-29","376","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3748","1978-12-28","308","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3749","1978-12-28","308","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3750","1978-12-28","308","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3751","1978-12-28","308","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3752","1978-12-28","4408","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3753","1978-12-28","308","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3754","1978-12-28","308","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3755","1979-02-06","8","F","7400","Hematological Changes","","","","","","","","","","","",
"3756","1979-02-06","3","F","7400","Hematological Changes","","","","","","","","","","","",
"3757","1979-02-06","6","F","7400","Hematological Changes","","","","","","","","","","","",
"3758","1979-02-06","3","F","7400","Hematological Changes","","","","","","","","","","","",
"3759","1979-02-06","4","F","7400","Hematological Changes","","","","","","","","","","","",
"3760","1979-02-06","267","M","7400","Hematological Changes","","","","","","","","","","","",
"3761","1979-02-10","264","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3762","1979-02-10","264","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3763","1979-02-10","264","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3764","1979-02-11","263","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3765","1979-02-11","263","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3766","1979-02-11","263","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3767","1979-02-11","263","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3768","1979-02-11","263","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3769","1979-04-10","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3770","1979-04-10","205","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3771","1979-04-10","205","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3772","1979-04-10","205","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3773","1979-05-05","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3774","1979-05-05","1566","M","170","Lithium and Potassium Study","1","9.7","1313","15.5","150.0","150.0","","","","","",
